zip,SAMPLE_ID,SAMPLE_ENERGY,green,mycellphone,payattn,considerproduct,veryhotdays,firstone,conscientiousrecycle,reduceenergy,realeffort,willingchanges,highenergyproblem,ccreal,scarce,solar,wind,muchasican,futurepower,phev
27506,10114571,28009,0,5.0,5.0,3.0,7.0,3.0,5.0,7.0,7.0,5.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0
33837,40424791,3419,0,4.0,9.0,9.0,9.0,3.0,4.0,6.0,9.0,5.0,9.0,3.0,5.0,10.0,10.0,8.0,8.0,5.0
32817,40408781,4207,0,2.0,5.0,8.0,6.0,2.0,2.0,5.0,10.0,9.0,10.0,10.0,6.0,10.0,7.0,8.0,6.0,6.0
32738,30319556,19270,0,5.0,9.0,6.0,10.0,3.0,6.0,6.0,6.0,4.0,10.0,5.0,10.0,10.0,10.0,5.0,5.0,9.0
27330,20209381,23559,1,8.0,3.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,7.0,3.0,6.0,3.0
33777,40414916,26624,0,6.0,6.0,5.0,3.0,7.0,9.0,8.0,8.0,5.0,8.0,9.0,3.0,6.0,6.0,4.0,5.0,1.0
34653,40401611,29419,0,9.0,5.0,6.0,2.0,6.0,3.0,6.0,6.0,7.0,8.0,6.0,8.0,5.0,5.0,3.0,6.0,5.0
34695,40402246,33995,0,10.0,9.0,8.0,9.0,9.0,2.0,6.0,9.0,4.0,8.0,4.0,6.0,9.0,8.0,2.0,5.0,1.0
28806,20219351,11087,0,8.0,5.0,8.0,10.0,3.0,3.0,7.0,6.0,6.0,5.0,10.0,5.0,7.0,7.0,8.0,8.0,5.0
32829,40410326,17935,0,5.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,2.0
33710,40414866,95525,0,4.0,9.0,8.0,8.0,9.0,3.0,9.0,8.0,4.0,8.0,3.0,9.0,7.0,9.0,3.0,3.0,7.0
33708,40417981,8637,0,9.0,8.0,8.0,1.0,1.0,9.0,9.0,8.0,3.0,9.0,7.0,9.0,9.0,9.0,8.0,9.0,6.0
34639,40402811,14272,0,10.0,10.0,5.0,2.0,3.0,8.0,10.0,10.0,7.0,5.0,8.0,5.0,9.0,9.0,6.0,8.0,1.0
34761,40423126,4990,1,1.0,10.0,1.0,4.0,6.0,10.0,10.0,4.0,10.0,7.0,5.0,4.0,7.0,7.0,9.0,2.0,2.0
32825,40422196,26393,0,2.0,8.0,7.0,2.0,5.0,9.0,7.0,7.0,6.0,9.0,7.0,8.0,7.0,7.0,6.0,7.0,2.0
33771,30305911,15991,0,5.0,4.0,7.0,9.0,1.0,4.0,5.0,8.0,4.0,10.0,9.0,8.0,10.0,10.0,7.0,5.0,4.0
34683,30315006,24614,0,8.0,9.0,8.0,10.0,7.0,6.0,6.0,4.0,4.0,10.0,2.0,6.0,10.0,3.0,7.0,6.0,7.0
27597,10100956,28917,0,3.0,8.0,4.0,9.0,6.0,3.0,7.0,10.0,7.0,10.0,8.0,6.0,7.0,9.0,9.0,9.0,3.0
27501,10100421,20842,0,5.0,8.0,7.0,7.0,5.0,7.0,6.0,8.0,7.0,7.0,5.0,5.0,5.0,7.0,5.0,5.0,3.0
27520,10103761,15614,0,3.0,7.0,6.0,7.0,1.0,5.0,6.0,6.0,6.0,9.0,8.0,7.0,7.0,6.0,8.0,8.0,8.0
33708,40417376,15980,0,6.0,8.0,10.0,10.0,7.0,5.0,10.0,10.0,5.0,5.0,1.0,10.0,10.0,10.0,6.0,6.0,6.0
33709,40405771,9835,0,8.0,7.0,8.0,8.0,2.0,7.0,5.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,3.0,5.0,7.0
29580,10110381,12676,0,1.0,1.0,5.0,3.0,1.0,1.0,6.0,10.0,8.0,10.0,10.0,10.0,3.0,3.0,10.0,10.0,2.0
33870,30310946,8360,0,8.0,7.0,7.0,6.0,5.0,3.0,8.0,10.0,10.0,10.0,9.0,8.0,9.0,9.0,7.0,7.0,6.0
34685,30317256,7298,0,1.0,10.0,10.0,1.0,1.0,1.0,10.0,6.0,6.0,10.0,10.0,10.0,5.0,10.0,9.0,9.0,5.0
28334,10113116,18526,0,3.0,5.0,5.0,10.0,2.0,2.0,6.0,6.0,2.0,10.0,3.0,10.0,9.0,9.0,10.0,10.0,1.0
29161,10111766,7413,0,5.0,8.0,7.0,5.0,4.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,4.0
27610,20201716,23101,0,8.0,2.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,2.0,8.0,3.0,3.0,5.0,9.0,1.0
32828,40419126,23831,0,9.0,6.0,9.0,6.0,10.0,5.0,8.0,9.0,6.0,6.0,7.0,9.0,5.0,5.0,4.0,5.0,4.0
0,20200706,22912,1,9.0,3.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,2.0
29505,20210106,26249,0,10.0,9.0,9.0,2.0,10.0,8.0,5.0,9.0,4.0,8.0,3.0,2.0,4.0,2.0,9.0,9.0,5.0
32835,40422696,28989,0,7.0,7.0,9.0,1.0,6.0,6.0,5.0,5.0,5.0,10.0,1.0,2.0,6.0,5.0,5.0,5.0,3.0
28341,20218016,19054,0,6.0,8.0,1.0,1.0,7.0,10.0,10.0,10.0,8.0,10.0,5.0,10.0,10.0,5.0,10.0,1.0,1.0
32725,40406976,19358,0,2.0,9.0,10.0,10.0,6.0,10.0,9.0,10.0,7.0,4.0,2.0,1.0,10.0,9.0,9.0,9.0,9.0
27610,20205721,8615,0,8.0,7.0,8.0,1.0,4.0,9.0,4.0,8.0,5.0,5.0,8.0,4.0,8.0,8.0,5.0,8.0,5.0
28787,20219256,20520,0,4.0,6.0,5.0,7.0,8.0,8.0,6.0,6.0,7.0,8.0,7.0,9.0,9.0,8.0,4.0,7.0,7.0
29536,20210066,24552,0,6.0,8.0,7.0,7.0,4.0,5.0,8.0,9.0,7.0,7.0,6.0,8.0,6.0,5.0,6.0,7.0,5.0
33844,40409851,20498,0,7.0,7.0,10.0,1.0,1.0,8.0,8.0,7.0,7.0,10.0,5.0,10.0,5.0,5.0,10.0,6.0,1.0
32701,40419541,22829,0,5.0,9.0,4.0,1.0,7.0,10.0,9.0,8.0,4.0,8.0,6.0,5.0,7.0,6.0,8.0,7.0,6.0
34652,40402111,16536,0,1.0,10.0,1.0,1.0,8.0,1.0,1.0,6.0,5.0,10.0,5.0,6.0,5.0,5.0,3.0,4.0,8.0
33709,40403016,15288,1,10.0,9.0,8.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,5.0,10.0,8.0,8.0,10.0,10.0,3.0
27613,10105861,12652,0,4.0,8.0,7.0,8.0,4.0,9.0,8.0,8.0,7.0,7.0,6.0,5.0,9.0,7.0,6.0,7.0,2.0
29565,10109331,19563,0,5.0,10.0,9.0,5.0,2.0,1.0,5.0,5.0,6.0,8.0,4.0,8.0,7.0,7.0,10.0,10.0,9.0
27529,20201826,24558,0,9.0,8.0,6.0,9.0,6.0,10.0,9.0,10.0,8.0,10.0,8.0,6.0,5.0,5.0,5.0,7.0,3.0
32825,40422596,21371,0,7.0,9.0,7.0,8.0,7.0,9.0,8.0,8.0,8.0,9.0,5.0,7.0,9.0,9.0,8.0,7.0,6.0
27514,10102846,15901,0,8.0,10.0,8.0,10.0,5.0,9.0,2.0,9.0,5.0,8.0,8.0,9.0,9.0,9.0,8.0,9.0,2.0
29040,20209486,26412,0,6.0,8.0,7.0,1.0,9.0,8.0,7.0,7.0,5.0,8.0,4.0,8.0,8.0,8.0,8.0,5.0,2.0
29511,20211781,8863,0,1.0,8.0,10.0,5.0,1.0,6.0,7.0,10.0,5.0,9.0,4.0,8.0,6.0,6.0,8.0,8.0,1.0
27526,10101146,12620,0,7.0,3.0,7.0,5.0,7.0,7.0,6.0,7.0,5.0,7.0,6.0,7.0,10.0,10.0,2.0,7.0,10.0
27856,10105621,17836,0,9.0,7.0,8.0,1.0,2.0,1.0,7.0,9.0,6.0,8.0,10.0,8.0,3.0,3.0,8.0,8.0,2.0
33773,30304886,8303,1,2.0,9.0,9.0,5.0,1.0,2.0,8.0,10.0,7.0,9.0,7.0,7.0,10.0,10.0,2.0,9.0,2.0
32825,30309716,17209,1,5.0,10.0,10.0,7.0,3.0,10.0,5.0,5.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,6.0,10.0
27573,10102491,13960,0,5.0,8.0,5.0,1.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,5.0,5.0,1.0
27530,10115786,15934,0,7.0,6.0,8.0,3.0,2.0,7.0,5.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,9.0,7.0,7.0
27504,10103391,13545,0,5.0,10.0,10.0,5.0,7.0,5.0,7.0,8.0,8.0,7.0,7.0,7.0,9.0,9.0,10.0,9.0,7.0
27511,10105191,7653,0,5.0,8.0,7.0,9.0,5.0,7.0,7.0,7.0,6.0,6.0,1.0,1.0,6.0,6.0,8.0,8.0,1.0
27513,10103031,11479,0,4.0,7.0,8.0,7.0,3.0,10.0,9.0,9.0,6.0,6.0,2.0,4.0,4.0,2.0,6.0,5.0,4.0
27856,10105026,6381,0,2.0,8.0,5.0,7.0,2.0,5.0,7.0,8.0,7.0,8.0,2.0,7.0,6.0,5.0,7.0,6.0,2.0
27540,10102466,13729,0,10.0,10.0,10.0,1.0,6.0,1.0,10.0,1.0,7.0,10.0,1.0,3.0,4.0,2.0,8.0,10.0,1.0
27546,10115726,11708,0,8.0,7.0,9.0,1.0,2.0,9.0,9.0,7.0,10.0,9.0,5.0,8.0,10.0,10.0,5.0,8.0,4.0
29536,10112631,12408,1,5.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
27540,10107966,19736,0,5.0,4.0,5.0,8.0,5.0,9.0,8.0,9.0,8.0,8.0,5.0,5.0,5.0,8.0,8.0,5.0,1.0
32826,40407516,27178,0,8.0,8.0,6.0,8.0,5.0,10.0,10.0,10.0,7.0,9.0,4.0,8.0,6.0,6.0,8.0,8.0,5.0
29154,20209251,22198,0,9.0,6.0,9.0,3.0,9.0,7.0,9.0,10.0,9.0,8.0,3.0,3.0,9.0,9.0,8.0,7.0,6.0
32828,40406856,19467,0,10.0,10.0,10.0,3.0,3.0,5.0,5.0,5.0,5.0,8.0,5.0,10.0,10.0,10.0,5.0,5.0,5.0
33708,40405201,8346,0,8.0,6.0,3.0,2.0,10.0,6.0,10.0,10.0,7.0,7.0,1.0,1.0,7.0,6.0,6.0,6.0,6.0
32750,40407536,5062,0,3.0,10.0,8.0,8.0,2.0,9.0,9.0,9.0,7.0,7.0,4.0,7.0,7.0,7.0,8.0,5.0,4.0
28701,10119281,13759,0,6.0,5.0,10.0,8.0,1.0,10.0,9.0,10.0,8.0,8.0,10.0,5.0,5.0,5.0,10.0,10.0,1.0
34668,30302366,22173,0,10.0,2.0,7.0,5.0,4.0,1.0,6.0,8.0,5.0,9.0,5.0,5.0,8.0,8.0,7.0,4.0,7.0
34432,30313176,12941,0,2.0,5.0,8.0,3.0,4.0,6.0,8.0,8.0,5.0,8.0,6.0,9.0,6.0,2.0,8.0,8.0,4.0
27312,20204026,15884,0,1.0,7.0,7.0,7.0,4.0,7.0,5.0,8.0,5.0,7.0,4.0,8.0,7.0,7.0,4.0,5.0,2.0
33710,40401411,17357,0,2.0,9.0,5.0,7.0,3.0,10.0,10.0,8.0,8.0,5.0,1.0,5.0,5.0,5.0,8.0,8.0,8.0
33712,40414756,23718,0,1.0,5.0,8.0,9.0,6.0,1.0,9.0,10.0,5.0,8.0,5.0,5.0,8.0,8.0,3.0,5.0,5.0
27577,20205826,7830,0,7.0,7.0,7.0,6.0,5.0,5.0,8.0,9.0,8.0,8.0,9.0,6.0,8.0,8.0,8.0,7.0,6.0
27616,20204031,15891,0,10.0,5.0,5.0,5.0,10.0,1.0,8.0,5.0,5.0,10.0,5.0,8.0,8.0,8.0,10.0,5.0,5.0
27520,10101121,18805,0,5.0,4.0,9.0,9.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,8.0,8.0,6.0,4.0,5.0
33760,30314661,23010,0,4.0,6.0,7.0,8.0,4.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,8.0,7.0,6.0
33774,30301586,18870,1,5.0,8.0,5.0,6.0,5.0,7.0,8.0,8.0,7.0,9.0,9.0,9.0,7.0,7.0,7.0,8.0,5.0
33702,40418891,3021,1,3.0,9.0,7.0,4.0,3.0,3.0,4.0,8.0,4.0,10.0,1.0,8.0,6.0,5.0,3.0,5.0,8.0
33782,40402806,13881,1,10.0,6.0,7.0,1.0,6.0,4.0,7.0,10.0,7.0,9.0,8.0,6.0,6.0,6.0,6.0,6.0,5.0
27536,20201501,20589,1,3.0,9.0,8.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,3.0,1.0,10.0,10.0,7.0,8.0,1.0
34695,40403146,13783,0,2.0,10.0,8.0,10.0,8.0,10.0,10.0,10.0,7.0,10.0,5.0,5.0,5.0,5.0,10.0,5.0,2.0
33715,30304201,18706,0,5.0,7.0,8.0,4.0,4.0,4.0,5.0,7.0,5.0,7.0,3.0,4.0,8.0,8.0,9.0,9.0,3.0
33844,30324556,11163,0,10.0,5.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,10.0,1.0,10.0,10.0,1.0
33782,30303356,13939,0,1.0,8.0,9.0,6.0,2.0,8.0,7.0,8.0,4.0,9.0,1.0,8.0,2.0,7.0,8.0,7.0,7.0
28345,10108746,20448,0,2.0,8.0,4.0,3.0,4.0,6.0,8.0,9.0,4.0,8.0,2.0,4.0,7.0,8.0,6.0,7.0,1.0
28412,10113731,27022,0,10.0,5.0,9.0,10.0,3.0,2.0,4.0,5.0,5.0,10.0,6.0,7.0,6.0,6.0,5.0,7.0,1.0
28379,10108836,16251,0,9.0,6.0,10.0,7.0,7.0,1.0,8.0,10.0,8.0,10.0,2.0,5.0,8.0,8.0,4.0,7.0,2.0
34446,30313591,22051,0,2.0,9.0,6.0,7.0,4.0,8.0,8.0,8.0,7.0,9.0,4.0,6.0,6.0,6.0,9.0,9.0,2.0
32701,30320921,11375,0,7.0,6.0,8.0,6.0,2.0,2.0,6.0,6.0,6.0,6.0,10.0,8.0,10.0,7.0,5.0,7.0,1.0
32708,40421126,22953,0,2.0,9.0,8.0,6.0,3.0,3.0,8.0,8.0,6.0,8.0,7.0,5.0,8.0,5.0,2.0,5.0,2.0
32720,40420351,13464,1,8.0,6.0,6.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,5.0,8.0,6.0
34461,40413401,14266,0,6.0,6.0,1.0,9.0,7.0,2.0,10.0,10.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
34480,40400856,7882,0,7.0,8.0,6.0,5.0,4.0,9.0,6.0,7.0,7.0,9.0,5.0,10.0,5.0,5.0,6.0,8.0,6.0
34480,40412801,26769,0,10.0,5.0,9.0,9.0,3.0,3.0,5.0,10.0,8.0,10.0,1.0,10.0,10.0,10.0,9.0,8.0,9.0
33708,40402656,16520,0,6.0,7.0,6.0,9.0,5.0,10.0,10.0,10.0,6.0,5.0,1.0,3.0,10.0,10.0,4.0,4.0,3.0
27591,20205756,8847,1,5.0,10.0,5.0,5.0,1.0,5.0,5.0,5.0,8.0,6.0,5.0,8.0,8.0,8.0,3.0,5.0,2.0
28170,20210796,12052,0,2.0,6.0,9.0,3.0,3.0,2.0,3.0,9.0,5.0,9.0,2.0,3.0,7.0,7.0,9.0,6.0,8.0
34786,40424031,33306,0,9.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,7.0,4.0,5.0,8.0,7.0,7.0,3.0,6.0,3.0
32817,40408131,15599,0,10.0,7.0,9.0,2.0,4.0,10.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,5.0,7.0
32826,40409406,13037,0,7.0,8.0,7.0,6.0,4.0,6.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,7.0,7.0
32824,40411386,8215,0,4.0,8.0,8.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,5.0,5.0,8.0,8.0,2.0
33782,40403516,16202,0,6.0,8.0,5.0,7.0,5.0,6.0,6.0,8.0,7.0,8.0,6.0,8.0,7.0,9.0,8.0,7.0,5.0
29505,20209666,18565,0,1.0,7.0,10.0,10.0,3.0,3.0,4.0,7.0,7.0,10.0,3.0,10.0,7.0,7.0,7.0,6.0,8.0
34448,40413426,12019,0,1.0,9.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,4.0,8.0,2.0,10.0,8.0,9.0,1.0
34446,40413341,12134,0,5.0,6.0,6.0,4.0,5.0,9.0,5.0,9.0,6.0,8.0,6.0,6.0,8.0,8.0,6.0,7.0,1.0
34604,30312816,14896,0,8.0,5.0,10.0,8.0,1.0,1.0,8.0,10.0,4.0,10.0,9.0,6.0,10.0,10.0,4.0,10.0,1.0
33701,30304156,20123,0,3.0,7.0,6.0,6.0,6.0,9.0,9.0,9.0,8.0,7.0,9.0,8.0,9.0,4.0,9.0,9.0,1.0
32628,30313881,11523,0,10.0,10.0,8.0,1.0,1.0,9.0,10.0,10.0,5.0,3.0,3.0,6.0,7.0,2.0,10.0,10.0,1.0
32819,30309276,19389,0,5.0,8.0,5.0,8.0,3.0,10.0,10.0,8.0,5.0,10.0,6.0,4.0,3.0,3.0,2.0,5.0,7.0
28412,10113071,18147,0,8.0,9.0,5.0,1.0,5.0,10.0,10.0,10.0,8.0,8.0,7.0,8.0,8.0,7.0,4.0,4.0,3.0
27520,10107851,17905,0,10.0,3.0,7.0,9.0,2.0,1.0,6.0,9.0,5.0,10.0,10.0,10.0,9.0,5.0,2.0,9.0,10.0
28778,20219106,20192,0,6.0,8.0,7.0,9.0,4.0,9.0,8.0,9.0,8.0,8.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0
28804,20219421,12303,0,5.0,3.0,5.0,5.0,5.0,8.0,4.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,5.0,5.0,2.0
32779,40406956,65252,0,10.0,7.0,10.0,1.0,6.0,10.0,6.0,7.0,7.0,10.0,1.0,10.0,10.0,10.0,7.0,5.0,10.0
32822,40409541,19987,0,9.0,7.0,8.0,8.0,2.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,9.0,9.0,1.0
33782,40414591,24435,0,7.0,7.0,9.0,4.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,10.0,7.0,7.0,7.0,7.0,9.0
27511,20206041,4543,0,9.0,7.0,7.0,9.0,1.0,6.0,6.0,8.0,7.0,10.0,7.0,2.0,6.0,6.0,4.0,5.0,5.0
28401,20215686,12466,0,3.0,6.0,6.0,2.0,3.0,9.0,8.0,8.0,6.0,8.0,6.0,7.0,4.0,4.0,4.0,7.0,3.0
28409,20213601,18814,0,4.0,10.0,7.0,8.0,4.0,10.0,7.0,8.0,7.0,8.0,4.0,6.0,8.0,6.0,7.0,5.0,1.0
32701,30319511,21001,0,5.0,8.0,8.0,6.0,3.0,9.0,9.0,10.0,7.0,6.0,3.0,7.0,9.0,9.0,8.0,7.0,4.0
28745,10120211,13723,0,5.0,9.0,7.0,1.0,8.0,7.0,6.0,7.0,8.0,9.0,4.0,9.0,6.0,6.0,5.0,4.0,1.0
34652,30315071,19650,0,9.0,7.0,7.0,2.0,6.0,9.0,9.0,8.0,6.0,5.0,6.0,4.0,5.0,6.0,9.0,8.0,6.0
33709,30314101,21281,0,9.0,3.0,10.0,1.0,1.0,2.0,8.0,8.0,5.0,5.0,9.0,7.0,10.0,8.0,2.0,3.0,1.0
33771,30305381,9056,0,9.0,10.0,8.0,1.0,1.0,7.0,10.0,10.0,7.0,10.0,1.0,10.0,5.0,5.0,10.0,10.0,1.0
28379,20211731,4708,0,8.0,7.0,4.0,6.0,5.0,3.0,10.0,10.0,8.0,10.0,8.0,10.0,7.0,8.0,5.0,7.0,6.0
27856,20203521,13277,0,6.0,7.0,6.0,5.0,7.0,5.0,9.0,9.0,7.0,7.0,2.0,9.0,8.0,8.0,5.0,7.0,7.0
27615,20204111,16402,1,6.0,4.0,8.0,8.0,7.0,10.0,8.0,4.0,2.0,5.0,10.0,3.0,10.0,10.0,1.0,3.0,10.0
28456,10113276,19911,0,5.0,10.0,8.0,10.0,5.0,5.0,8.0,8.0,8.0,10.0,2.0,5.0,5.0,5.0,9.0,8.0,5.0
28425,10114526,26892,0,5.0,8.0,7.0,8.0,1.0,4.0,4.0,4.0,5.0,8.0,9.0,8.0,4.0,6.0,5.0,5.0,1.0
27501,20202931,15604,0,3.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,7.0,7.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0
34431,40413376,12761,0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,1.0,4.0,10.0,1.0,10.0,8.0,8.0
28338,20209126,20154,0,3.0,5.0,9.0,9.0,3.0,5.0,9.0,9.0,8.0,9.0,5.0,9.0,9.0,9.0,3.0,3.0,3.0
27511,10101486,21880,0,6.0,5.0,8.0,9.0,5.0,9.0,9.0,8.0,6.0,7.0,6.0,6.0,7.0,7.0,4.0,6.0,5.0
28777,10119516,4770,0,10.0,5.0,8.0,7.0,10.0,8.0,3.0,1.0,6.0,10.0,1.0,10.0,10.0,10.0,9.0,9.0,1.0
27597,20201906,25698,0,4.0,7.0,6.0,9.0,3.0,5.0,8.0,8.0,5.0,8.0,8.0,6.0,8.0,8.0,7.0,9.0,3.0
33713,40415741,13338,0,10.0,8.0,7.0,5.0,3.0,7.0,9.0,10.0,7.0,10.0,8.0,8.0,7.0,7.0,9.0,7.0,3.0
32750,40419531,27683,0,2.0,5.0,10.0,10.0,1.0,8.0,5.0,10.0,5.0,10.0,3.0,8.0,8.0,8.0,2.0,4.0,4.0
29505,10110186,15817,0,2.0,8.0,9.0,1.0,3.0,2.0,7.0,6.0,7.0,10.0,7.0,9.0,9.0,9.0,9.0,7.0,1.0
27612,10106746,8172,0,7.0,5.0,8.0,9.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,6.0,8.0,4.0
27807,10100111,17818,0,5.0,5.0,10.0,8.0,5.0,5.0,9.0,9.0,5.0,5.0,9.0,1.0,10.0,4.0,8.0,9.0,9.0
28411,10121066,29750,0,7.0,8.0,9.0,9.0,5.0,10.0,10.0,10.0,8.0,7.0,3.0,8.0,7.0,5.0,6.0,7.0,6.0
28472,10115736,15665,1,9.0,8.0,9.0,8.0,8.0,4.0,5.0,6.0,3.0,10.0,7.0,9.0,8.0,8.0,9.0,8.0,5.0
27613,20206901,6211,0,5.0,9.0,9.0,8.0,2.0,7.0,7.0,9.0,8.0,9.0,2.0,9.0,7.0,7.0,9.0,5.0,6.0
28777,10118671,21465,0,9.0,6.0,5.0,10.0,5.0,5.0,6.0,7.0,6.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0
28383,10109766,11262,0,8.0,6.0,5.0,6.0,2.0,5.0,5.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0
27524,10107921,19899,0,4.0,5.0,8.0,9.0,5.0,5.0,9.0,9.0,5.0,9.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0
28412,10114216,21698,0,10.0,8.0,5.0,2.0,6.0,10.0,10.0,10.0,7.0,9.0,1.0,8.0,8.0,1.0,10.0,9.0,1.0
34759,30322391,17319,0,1.0,8.0,9.0,5.0,1.0,6.0,6.0,9.0,5.0,5.0,7.0,5.0,5.0,5.0,4.0,5.0,7.0
28376,10108901,22821,0,10.0,10.0,6.0,10.0,1.0,6.0,6.0,10.0,7.0,10.0,10.0,6.0,5.0,6.0,6.0,6.0,1.0
28403,10121081,22768,0,3.0,3.0,9.0,9.0,4.0,2.0,9.0,7.0,4.0,9.0,7.0,9.0,9.0,7.0,5.0,8.0,1.0
32708,30320481,16208,1,5.0,8.0,7.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0,6.0,6.0,8.0,8.0,7.0,7.0,5.0
27856,20207236,8819,0,10.0,7.0,10.0,2.0,3.0,6.0,9.0,8.0,9.0,10.0,8.0,8.0,6.0,6.0,3.0,7.0,7.0
28801,20219336,25401,0,10.0,6.0,7.0,9.0,5.0,10.0,9.0,9.0,8.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,6.0
28504,20215251,13689,0,1.0,10.0,10.0,9.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,10.0,3.0,1.0
32724,30307051,20450,0,10.0,10.0,3.0,1.0,9.0,10.0,7.0,10.0,7.0,9.0,4.0,7.0,10.0,10.0,9.0,5.0,7.0
27617,20207561,2024,0,10.0,10.0,5.0,4.0,3.0,2.0,9.0,8.0,5.0,8.0,5.0,6.0,5.0,5.0,4.0,6.0,1.0
32806,40423551,15305,0,6.0,9.0,8.0,8.0,2.0,5.0,8.0,10.0,7.0,7.0,4.0,9.0,8.0,8.0,4.0,8.0,7.0
27603,10107266,6236,0,10.0,8.0,2.0,10.0,7.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,8.0,10.0,10.0,1.0
29505,10109726,29068,0,5.0,7.0,8.0,1.0,7.0,8.0,7.0,10.0,2.0,3.0,1.0,2.0,8.0,8.0,5.0,5.0,1.0
27526,10101196,19320,0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0
27526,10107976,21684,0,1.0,8.0,8.0,5.0,1.0,1.0,6.0,6.0,4.0,7.0,7.0,7.0,9.0,9.0,8.0,7.0,1.0
27603,10100276,19417,0,10.0,9.0,9.0,1.0,5.0,9.0,8.0,9.0,8.0,8.0,9.0,10.0,9.0,9.0,8.0,8.0,7.0
27513,20201506,20660,1,7.0,7.0,7.0,7.0,9.0,10.0,8.0,7.0,7.0,6.0,10.0,7.0,9.0,9.0,9.0,6.0,5.0
27513,10105461,9289,0,3.0,9.0,3.0,1.0,3.0,8.0,8.0,8.0,5.0,9.0,5.0,6.0,8.0,8.0,8.0,8.0,3.0
27511,20204721,8178,1,7.0,6.0,7.0,7.0,8.0,10.0,10.0,7.0,4.0,8.0,10.0,4.0,8.0,8.0,5.0,6.0,5.0
27612,10104441,8210,1,9.0,5.0,9.0,7.0,5.0,10.0,10.0,10.0,8.0,7.0,10.0,7.0,7.0,7.0,6.0,8.0,6.0
27376,20209301,22680,0,4.0,3.0,7.0,8.0,5.0,10.0,4.0,8.0,3.0,8.0,9.0,8.0,7.0,7.0,3.0,6.0,8.0
27502,20202796,15010,0,1.0,10.0,9.0,1.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0
28406,20214711,23600,0,10.0,5.0,10.0,3.0,5.0,8.0,10.0,10.0,6.0,8.0,10.0,9.0,10.0,10.0,2.0,8.0,10.0
28540,20213996,25286,1,5.0,7.0,8.0,1.0,5.0,9.0,10.0,10.0,8.0,8.0,8.0,7.0,9.0,9.0,8.0,9.0,8.0
29728,10110111,15234,1,5.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,8.0,9.0
28801,20220811,6224,0,10.0,10.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0
